Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
,ENSG00000163377.15,ENSG00000211851.1,,,,,,,,
,ENSG00000112539.14,ENSG00000238426.1,,,,,,,,
,ENSG00000254951.7,ENSG00000124196.5,,,,,,,,
,ENSG00000269998.1,ENSG00000107593.16,,,,,,,,
,ENSG00000268785.1,ENSG00000242640.1,,,,,,,,
,ENSG00000180347.13,ENSG00000253578.1,,,,,,,,
,ENSG00000280229.1,ENSG00000277572.1,,,,,,,,
,ENSG00000204711.8,ENSG00000248846.2,,,,,,,,
,ENSG00000119547.5,ENSG00000166558.10,,,,,,,,
,ENSG00000204887.4,ENSG00000207128.1,,,,,,,,
,ENSG00000261268.1,ENSG00000185686.17,,,,,,,,
,ENSG00000260704.1,ENSG00000238217.5,,,,,,,,
,ENSG00000240800.1,ENSG00000124678.17,,,,,,,,
,ENSG00000162598.13,ENSG00000130368.5,,,,,,,,
,ENSG00000238194.1,ENSG00000211848.1,,,,,,,,
,ENSG00000133115.11,ENSG00000189181.4,,,,,,,,
,ENSG00000164796.17,ENSG00000177673.3,,,,,,,,
,ENSG00000182898.3,ENSG00000228543.1,,,,,,,,
,ENSG00000225421.2,ENSG00000255866.1,,,,,,,,
,ENSG00000260440.2,ENSG00000186118.8,,,,,,,,
,ENSG00000188816.3,ENSG00000170950.5,,,,,,,,
,ENSG00000164900.4,ENSG00000140015.19,,,,,,,,
,ENSG00000275038.1,ENSG00000273677.1,,,,,,,,
,ENSG00000237638.1,ENSG00000250584.2,,,,,,,,
,ENSG00000211925.1,ENSG00000186150.4,,,,,,,,
,ENSG00000264515.5,ENSG00000211865.1,,,,,,,,
,ENSG00000239216.1,ENSG00000169717.6,,,,,,,,
,ENSG00000238724.1,ENSG00000228560.1,,,,,,,,
,ENSG00000258661.1,ENSG00000204140.9,,,,,,,,
,ENSG00000108688.11,ENSG00000106128.18,,,,,,,,
,ENSG00000168124.2,ENSG00000253428.1,,,,,,,,
,ENSG00000197721.16,ENSG00000179580.9,,,,,,,,
,ENSG00000258088.1,ENSG00000236800.1,,,,,,,,
,ENSG00000264659.1,ENSG00000230628.1,,,,,,,,
,ENSG00000225877.1,ENSG00000223657.2,,,,,,,,
,ENSG00000227196.1,ENSG00000175520.8,,,,,,,,
,ENSG00000004846.16,ENSG00000276520.1,,,,,,,,
,ENSG00000258077.2,ENSG00000277945.1,,,,,,,,
,ENSG00000171595.13,ENSG00000271216.1,,,,,,,,
,ENSG00000254081.1,ENSG00000106648.13,,,,,,,,
,ENSG00000077279.18,ENSG00000258713.2,,,,,,,,
,ENSG00000255921.1,ENSG00000279676.1,,,,,,,,
,ENSG00000165309.13,ENSG00000263724.1,,,,,,,,
,ENSG00000248184.1,ENSG00000223715.1,,,,,,,,
,ENSG00000187242.4,ENSG00000264617.1,,,,,,,,
,ENSG00000251299.1,ENSG00000124449.6,,,,,,,,
,ENSG00000082556.10,ENSG00000145309.5,,,,,,,,
,ENSG00000264755.1,ENSG00000168676.10,,,,,,,,
,ENSG00000236719.2,ENSG00000205025.8,,,,,,,,
,ENSG00000167011.8,ENSG00000258859.1,,,,,,,,
,ENSG00000170819.4,ENSG00000239265.5,,,,,,,,
,ENSG00000223548.1,ENSG00000237720.1,,,,,,,,
,ENSG00000164690.7,ENSG00000197674.5,,,,,,,,
,ENSG00000186191.7,ENSG00000256843.1,,,,,,,,
,ENSG00000188379.6,ENSG00000166118.7,,,,,,,,
,ENSG00000253766.1,ENSG00000080618.13,,,,,,,,
,ENSG00000228951.1,ENSG00000168454.11,,,,,,,,
,ENSG00000187170.4,ENSG00000259450.1,,,,,,,,
,ENSG00000239205.1,ENSG00000223056.1,,,,,,,,
,ENSG00000188403.7,ENSG00000184560.7,,,,,,,,
,ENSG00000199899.2,ENSG00000243969.1,,,,,,,,
,ENSG00000184724.5,ENSG00000262921.1,,,,,,,,
,ENSG00000280002.1,ENSG00000250103.2,,,,,,,,
,ENSG00000279811.1,ENSG00000235615.2,,,,,,,,
,ENSG00000268883.2,ENSG00000186143.10,,,,,,,,
,ENSG00000273044.1,ENSG00000064835.10,,,,,,,,
,ENSG00000233384.2,ENSG00000231056.1,,,,,,,,
,ENSG00000179934.6,ENSG00000236242.1,,,,,,,,
,ENSG00000254290.1,ENSG00000183090.5,,,,,,,,
,ENSG00000258616.5,ENSG00000121270.15,,,,,,,,
,ENSG00000234537.1,ENSG00000253888.1,,,,,,,,
,ENSG00000242444.3,ENSG00000151577.12,,,,,,,,
,ENSG00000256249.1,ENSG00000271615.1,,,,,,,,
,ENSG00000187905.10,ENSG00000166220.12,,,,,,,,
,ENSG00000263935.1,ENSG00000249381.1,,,,,,,,
,ENSG00000225329.3,ENSG00000217825.2,,,,,,,,
,ENSG00000227012.2,ENSG00000181323.7,,,,,,,,
,ENSG00000230107.1,ENSG00000163440.11,,,,,,,,
,ENSG00000275286.1,ENSG00000203858.3,,,,,,,,
,ENSG00000168658.18,ENSG00000181786.4,,,,,,,,
,ENSG00000233922.2,ENSG00000105428.5,,,,,,,,
,ENSG00000181378.13,ENSG00000148156.7,,,,,,,,
,ENSG00000230286.1,ENSG00000250064.1,,,,,,,,
,ENSG00000229526.2,ENSG00000230153.5,,,,,,,,
,ENSG00000171540.7,ENSG00000203897.3,,,,,,,,
,ENSG00000183476.12,ENSG00000100665.11,,,,,,,,
,ENSG00000284543.1,ENSG00000250719.1,,,,,,,,
,ENSG00000145451.12,ENSG00000255282.6,,,,,,,,
,ENSG00000240457.3,ENSG00000178257.3,,,,,,,,
,ENSG00000223392.1,ENSG00000261538.1,,,,,,,,
,ENSG00000279904.1,ENSG00000141371.12,,,,,,,,
,ENSG00000166509.10,ENSG00000139515.5,,,,,,,,
,ENSG00000223914.1,ENSG00000227234.1,,,,,,,,
,ENSG00000183914.14,ENSG00000263427.1,,,,,,,,
,ENSG00000124237.5,ENSG00000188800.5,,,,,,,,
,ENSG00000265126.1,ENSG00000106328.9,,,,,,,,
,ENSG00000104938.16,ENSG00000196553.14,,,,,,,,
,ENSG00000116745.6,ENSG00000172073.3,,,,,,,,
,ENSG00000281160.1,ENSG00000235984.5,,,,,,,,
,ENSG00000249106.1,ENSG00000102055.6,,,,,,,,
,ENSG00000256237.1,ENSG00000260402.1,,,,,,,,
,ENSG00000230709.1,ENSG00000248918.2,,,,,,,,
,ENSG00000248693.1,ENSG00000149452.15,,,,,,,,
,ENSG00000279942.1,ENSG00000276778.1,,,,,,,,
,ENSG00000219986.2,ENSG00000073598.5,,,,,,,,
,ENSG00000227619.1,ENSG00000135248.15,,,,,,,,
,ENSG00000260412.1,ENSG00000180483.6,,,,,,,,
,ENSG00000105549.10,ENSG00000207782.3,,,,,,,,
,ENSG00000223931.2,ENSG00000237642.1,,,,,,,,
,ENSG00000230313.1,ENSG00000123171.6,,,,,,,,
,ENSG00000269752.1,ENSG00000235601.1,,,,,,,,
,ENSG00000206702.1,ENSG00000264564.1,,,,,,,,
,ENSG00000235523.1,ENSG00000166670.9,,,,,,,,
,ENSG00000259957.2,ENSG00000174015.9,,,,,,,,
,ENSG00000183921.7,ENSG00000255042.3,,,,,,,,
,ENSG00000260701.1,ENSG00000227895.5,,,,,,,,
,ENSG00000258177.1,ENSG00000252236.1,,,,,,,,
,ENSG00000176601.12,ENSG00000141200.7,,,,,,,,
,ENSG00000249621.1,ENSG00000201945.1,,,,,,,,
,ENSG00000278960.1,ENSG00000239508.1,,,,,,,,
,ENSG00000171956.6,ENSG00000135226.17,,,,,,,,
,ENSG00000234756.1,ENSG00000253732.1,,,,,,,,
,ENSG00000130167.13,ENSG00000175877.3,,,,,,,,
,ENSG00000257512.1,ENSG00000157060.15,,,,,,,,
,ENSG00000281655.1,ENSG00000253715.1,,,,,,,,
,ENSG00000182329.12,ENSG00000261429.2,,,,,,,,
,ENSG00000153093.18,ENSG00000177143.4,,,,,,,,
,ENSG00000106436.4,ENSG00000131808.10,,,,,,,,
,ENSG00000260973.1,ENSG00000173389.15,,,,,,,,
,ENSG00000261543.1,ENSG00000259284.1,,,,,,,,
,ENSG00000178125.14,ENSG00000113600.10,,,,,,,,
,ENSG00000213759.9,ENSG00000228707.1,,,,,,,,
,ENSG00000162594.15,ENSG00000231924.9,,,,,,,,
,ENSG00000177699.4,ENSG00000184345.4,,,,,,,,
,ENSG00000159261.10,ENSG00000269927.1,,,,,,,,
,ENSG00000275898.1,ENSG00000233290.1,,,,,,,,
,ENSG00000187658.6,ENSG00000261239.6,,,,,,,,
,ENSG00000237579.2,ENSG00000109181.11,,,,,,,,
,ENSG00000188729.6,ENSG00000273111.5,,,,,,,,
,ENSG00000228432.1,ENSG00000141316.12,,,,,,,,
,ENSG00000257139.1,ENSG00000271287.1,,,,,,,,
,ENSG00000278023.5,ENSG00000112273.6,,,,,,,,
,ENSG00000229155.1,ENSG00000204019.4,,,,,,,,
,ENSG00000279737.1,ENSG00000251621.1,,,,,,,,
,ENSG00000230830.1,ENSG00000211839.1,,,,,,,,
,ENSG00000236481.1,ENSG00000249833.5,,,,,,,,
,ENSG00000096264.13,ENSG00000177558.3,,,,,,,,
,ENSG00000229028.2,ENSG00000225173.1,,,,,,,,
,ENSG00000270403.1,ENSG00000180424.6,,,,,,,,
,ENSG00000238276.5,ENSG00000163424.8,,,,,,,,
,ENSG00000218536.1,ENSG00000205360.6,,,,,,,,
,ENSG00000231195.1,ENSG00000284229.1,,,,,,,,
,ENSG00000143552.9,ENSG00000153498.11,,,,,,,,
,ENSG00000170369.3,ENSG00000102239.4,,,,,,,,
,ENSG00000157330.9,ENSG00000157093.8,,,,,,,,
,ENSG00000254364.1,ENSG00000039600.10,,,,,,,,
,ENSG00000186471.12,ENSG00000205667.2,,,,,,,,
,ENSG00000268804.1,ENSG00000205867.3,,,,,,,,
,ENSG00000279774.1,ENSG00000253822.1,,,,,,,,
,ENSG00000229255.1,ENSG00000266976.1,,,,,,,,
,ENSG00000278367.1,ENSG00000173699.15,,,,,,,,
,ENSG00000137473.17,ENSG00000283567.1,,,,,,,,
,ENSG00000250284.1,ENSG00000260268.5,,,,,,,,
,ENSG00000140481.14,ENSG00000164113.10,,,,,,,,
,ENSG00000275801.1,ENSG00000224792.6,,,,,,,,
,ENSG00000234956.5,ENSG00000185264.11,,,,,,,,
,ENSG00000215834.9,ENSG00000224061.1,,,,,,,,
,ENSG00000275064.1,ENSG00000166152.3,,,,,,,,
,ENSG00000232241.1,ENSG00000125888.14,,,,,,,,
,ENSG00000242671.1,ENSG00000188668.4,,,,,,,,
,ENSG00000071677.1,ENSG00000227868.5,,,,,,,,
,ENSG00000254100.1,ENSG00000259281.1,,,,,,,,
,ENSG00000276707.1,ENSG00000196475.5,,,,,,,,
,ENSG00000250137.1,ENSG00000255649.1,,,,,,,,
,ENSG00000232806.1,ENSG00000137948.18,,,,,,,,
,ENSG00000250105.1,ENSG00000189252.4,,,,,,,,
,ENSG00000241131.1,ENSG00000168367.9,,,,,,,,
,ENSG00000251292.1,ENSG00000269058.5,,,,,,,,
,ENSG00000229900.1,ENSG00000179407.3,,,,,,,,
,ENSG00000234595.1,ENSG00000211827.1,,,,,,,,
,ENSG00000238062.5,ENSG00000220326.2,,,,,,,,
,ENSG00000250385.1,ENSG00000187516.6,,,,,,,,
,ENSG00000198491.3,ENSG00000132631.5,,,,,,,,
,ENSG00000124334.17,ENSG00000152670.18,,,,,,,,
,ENSG00000262521.1,ENSG00000157131.10,,,,,,,,
,ENSG00000184032.2,ENSG00000164299.6,,,,,,,,
,ENSG00000204518.2,ENSG00000283439.1,,,,,,,,
,ENSG00000279281.1,ENSG00000228740.2,,,,,,,,
,ENSG00000174453.9,ENSG00000215131.10,,,,,,,,
,ENSG00000206791.1,ENSG00000170777.10,,,,,,,,
,ENSG00000258548.5,ENSG00000181995.11,,,,,,,,
,ENSG00000260386.6,ENSG00000253798.2,,,,,,,,
,ENSG00000243066.3,ENSG00000151033.8,,,,,,,,
,ENSG00000142224.15,ENSG00000205396.11,,,,,,,,
,ENSG00000253241.1,ENSG00000143006.7,,,,,,,,
,ENSG00000249334.1,ENSG00000269332.5,,,,,,,,
,ENSG00000236785.1,ENSG00000182814.7,,,,,,,,
,ENSG00000154611.14,ENSG00000131059.11,,,,,,,,
,ENSG00000233186.2,ENSG00000259108.2,,,,,,,,
,ENSG00000271660.1,ENSG00000166930.6,,,,,,,,
,ENSG00000222371.1,ENSG00000170788.13,,,,,,,,
,ENSG00000279082.3,ENSG00000154007.6,,,,,,,,
,ENSG00000237612.1,ENSG00000173464.14,,,,,,,,
,ENSG00000252103.1,ENSG00000183035.12,,,,,,,,
,ENSG00000080572.12,ENSG00000226387.2,,,,,,,,
,ENSG00000259078.2,ENSG00000105954.2,,,,,,,,
,ENSG00000253227.1,ENSG00000163114.5,,,,,,,,
,ENSG00000197549.9,ENSG00000274391.4,,,,,,,,
,ENSG00000279593.1,ENSG00000178395.6,,,,,,,,
,ENSG00000264781.1,ENSG00000118434.8,,,,,,,,
,ENSG00000259237.1,ENSG00000282906.1,,,,,,,,
,ENSG00000202357.1,ENSG00000163705.12,,,,,,,,
,ENSG00000262983.1,ENSG00000155833.14,,,,,,,,
,ENSG00000281721.1,ENSG00000196634.3,,,,,,,,
,ENSG00000257302.1,ENSG00000170613.4,,,,,,,,
,ENSG00000225885.6,ENSG00000101981.10,,,,,,,,
,ENSG00000253386.1,ENSG00000180219.1,,,,,,,,
,ENSG00000279387.1,ENSG00000203335.4,,,,,,,,
,ENSG00000280109.1,ENSG00000277852.1,,,,,,,,
,ENSG00000212933.1,ENSG00000183559.11,,,,,,,,
,ENSG00000199080.1,ENSG00000182531.7,,,,,,,,
,ENSG00000257345.2,ENSG00000042813.7,,,,,,,,
,ENSG00000167634.12,ENSG00000197651.4,,,,,,,,
,ENSG00000185294.6,ENSG00000101435.4,,,,,,,,
,ENSG00000158816.15,ENSG00000189139.5,,,,,,,,
,ENSG00000272259.5,ENSG00000167104.11,,,,,,,,
,ENSG00000243620.1,ENSG00000228504.1,,,,,,,,
,ENSG00000232505.2,ENSG00000107187.15,,,,,,,,
,ENSG00000227907.1,ENSG00000165805.9,,,,,,,,
,ENSG00000201363.2,ENSG00000229972.7,,,,,,,,
,ENSG00000279104.1,ENSG00000144962.6,,,,,,,,
,ENSG00000188784.4,ENSG00000166069.13,,,,,,,,
,ENSG00000254869.1,ENSG00000236445.4,,,,,,,,
,ENSG00000226806.1,ENSG00000271201.1,,,,,,,,
,ENSG00000259278.1,ENSG00000167139.8,,,,,,,,
,ENSG00000249481.6,ENSG00000181867.2,,,,,,,,
,ENSG00000231589.1,ENSG00000188386.6,,,,,,,,
,ENSG00000283202.1,ENSG00000215296.10,,,,,,,,
,ENSG00000233215.5,ENSG00000174450.11,,,,,,,,
,ENSG00000230023.2,ENSG00000237675.5,,,,,,,,
,ENSG00000278097.1,ENSG00000204296.11,,,,,,,,
,ENSG00000224717.1,ENSG00000230015.3,,,,,,,,
,ENSG00000230033.1,ENSG00000204663.9,,,,,,,,
,ENSG00000275678.1,ENSG00000264024.2,,,,,,,,
,ENSG00000220377.1,ENSG00000260857.2,,,,,,,,
,ENSG00000225438.1,ENSG00000204363.4,,,,,,,,
,ENSG00000264127.1,ENSG00000229547.4,,,,,,,,
,ENSG00000223991.1,ENSG00000249467.1,,,,,,,,
,ENSG00000283413.1,ENSG00000170516.16,,,,,,,,
,ENSG00000265265.1,ENSG00000275722.4,,,,,,,,
,ENSG00000232698.1,ENSG00000237862.1,,,,,,,,
,ENSG00000281880.1,ENSG00000231163.5,,,,,,,,
,ENSG00000233725.7,ENSG00000237524.8,,,,,,,,
,ENSG00000236544.1,ENSG00000123307.3,,,,,,,,
,ENSG00000132855.4,ENSG00000008197.4,,,,,,,,
,ENSG00000226434.1,ENSG00000228636.1,,,,,,,,
,ENSG00000259441.2,ENSG00000228309.6,,,,,,,,
,ENSG00000227088.1,ENSG00000234855.1,,,,,,,,
,ENSG00000226233.1,ENSG00000205976.4,,,,,,,,
,ENSG00000226089.2,ENSG00000224515.1,,,,,,,,
,ENSG00000244273.1,ENSG00000239877.2,,,,,,,,
,ENSG00000231405.1,ENSG00000276210.2,,,,,,,,
,ENSG00000253495.1,ENSG00000147381.11,,,,,,,,
,ENSG00000187900.4,ENSG00000258874.1,,,,,,,,
,ENSG00000224521.1,ENSG00000230361.1,,,,,,,,
,ENSG00000179826.6,ENSG00000234296.1,,,,,,,,
,ENSG00000187026.2,ENSG00000104755.14,,,,,,,,
,ENSG00000252623.1,ENSG00000253470.1,,,,,,,,
,ENSG00000162771.7,ENSG00000125815.8,,,,,,,,
,ENSG00000075891.21,ENSG00000254823.1,,,,,,,,
,ENSG00000237629.1,ENSG00000269761.1,,,,,,,,
,ENSG00000187689.9,ENSG00000229315.6,,,,,,,,
,ENSG00000233755.1,ENSG00000225626.2,,,,,,,,
,ENSG00000274172.1,ENSG00000237282.3,,,,,,,,
,ENSG00000211877.1,ENSG00000187969.5,,,,,,,,
,ENSG00000236382.1,ENSG00000266495.1,,,,,,,,
,ENSG00000257826.1,ENSG00000196406.4,,,,,,,,
,ENSG00000271850.1,ENSG00000261260.1,,,,,,,,
,ENSG00000174844.14,ENSG00000237401.6,,,,,,,,
,ENSG00000185372.2,ENSG00000274052.1,,,,,,,,
,ENSG00000230062.5,ENSG00000279571.3,,,,,,,,
,ENSG00000258552.1,ENSG00000234265.1,,,,,,,,
,ENSG00000230969.2,ENSG00000283434.1,,,,,,,,
,ENSG00000274937.1,ENSG00000167098.11,,,,,,,,
,ENSG00000240542.4,ENSG00000257784.1,,,,,,,,
,ENSG00000254177.1,ENSG00000120563.8,,,,,,,,
,ENSG00000211641.3,ENSG00000227043.1,,,,,,,,
,ENSG00000199879.1,ENSG00000258232.2,,,,,,,,
,ENSG00000253839.1,ENSG00000223631.1,,,,,,,,
,ENSG00000139219.17,ENSG00000261275.1,,,,,,,,
,ENSG00000167798.17,ENSG00000232113.2,,,,,,,,
,ENSG00000279143.1,ENSG00000221900.5,,,,,,,,
,ENSG00000223944.1,ENSG00000259082.1,,,,,,,,
,ENSG00000216560.4,ENSG00000249818.1,,,,,,,,
,ENSG00000277671.1,ENSG00000213645.2,,,,,,,,
,ENSG00000226397.8,ENSG00000223597.2,,,,,,,,
,ENSG00000263667.1,ENSG00000253314.5,,,,,,,,
,ENSG00000214614.2,ENSG00000253501.1,,,,,,,,
,ENSG00000137745.11,ENSG00000189037.7,,,,,,,,
,ENSG00000253831.1,ENSG00000259213.1,,,,,,,,
,ENSG00000269993.1,ENSG00000258368.2,,,,,,,,
,ENSG00000180178.10,ENSG00000203933.2,,,,,,,,
,ENSG00000227365.1,ENSG00000233145.1,,,,,,,,
,ENSG00000206557.5,ENSG00000223815.1,,,,,,,,
,ENSG00000224184.5,ENSG00000189326.4,,,,,,,,
,ENSG00000254240.1,ENSG00000230651.7,,,,,,,,
,ENSG00000256917.1,ENSG00000187600.12,,,,,,,,
,ENSG00000236164.1,ENSG00000197475.11,,,,,,,,
,ENSG00000165970.11,ENSG00000253643.5,,,,,,,,
,ENSG00000235710.4,ENSG00000271395.1,,,,,,,,
,ENSG00000237590.1,ENSG00000241696.1,,,,,,,,
,ENSG00000166961.14,ENSG00000136488.14,,,,,,,,
,ENSG00000166569.8,ENSG00000233193.1,,,,,,,,
,ENSG00000204876.4,ENSG00000226938.1,,,,,,,,
,ENSG00000231057.3,ENSG00000268629.6,,,,,,,,
,ENSG00000281460.1,ENSG00000261470.1,,,,,,,,
,ENSG00000227269.1,ENSG00000267252.5,,,,,,,,
,ENSG00000252312.1,ENSG00000243828.2,,,,,,,,
,ENSG00000258699.1,ENSG00000267564.1,,,,,,,,
,ENSG00000283307.1,ENSG00000261014.1,,,,,,,,
,ENSG00000225660.1,ENSG00000206941.1,,,,,,,,
,ENSG00000240524.2,ENSG00000207773.1,,,,,,,,
,ENSG00000237197.1,ENSG00000249748.1,,,,,,,,
,ENSG00000250666.1,ENSG00000274859.1,,,,,,,,
,ENSG00000223107.1,ENSG00000268036.1,,,,,,,,
,ENSG00000232634.1,ENSG00000274969.1,,,,,,,,
,ENSG00000172689.1,ENSG00000282732.1,,,,,,,,
,ENSG00000253487.1,,,,,,,,,
,ENSG00000260042.1,,,,,,,,,
,ENSG00000244362.3,,,,,,,,,
,ENSG00000256259.1,,,,,,,,,
,ENSG00000226690.7,,,,,,,,,
,ENSG00000197171.5,,,,,,,,,
,ENSG00000244624.3,,,,,,,,,
,ENSG00000171199.10,,,,,,,,,
,ENSG00000229140.8,,,,,,,,,
,ENSG00000218991.1,,,,,,,,,
,ENSG00000214819.1,,,,,,,,,
,ENSG00000249069.7,,,,,,,,,
,ENSG00000236129.1,,,,,,,,,
,ENSG00000277260.1,,,,,,,,,
,ENSG00000272559.1,,,,,,,,,
,ENSG00000236768.1,,,,,,,,,
,ENSG00000224610.1,,,,,,,,,
,ENSG00000230196.1,,,,,,,,,
,ENSG00000283948.1,,,,,,,,,
,ENSG00000201823.1,,,,,,,,,
,ENSG00000278124.1,,,,,,,,,
,ENSG00000259508.1,,,,,,,,,
,ENSG00000107447.7,,,,,,,,,
,ENSG00000264340.1,,,,,,,,,
,ENSG00000217482.2,,,,,,,,,
,ENSG00000237183.1,,,,,,,,,
,ENSG00000248903.1,,,,,,,,,
,ENSG00000231683.6,,,,,,,,,
,ENSG00000230922.1,,,,,,,,,
,ENSG00000235058.1,,,,,,,,,
,ENSG00000238032.1,,,,,,,,,
,ENSG00000112115.5,,,,,,,,,
,ENSG00000260235.1,,,,,,,,,
,ENSG00000249959.5,,,,,,,,,
,ENSG00000186967.6,,,,,,,,,
,ENSG00000252260.1,,,,,,,,,
,ENSG00000277588.1,,,,,,,,,
,ENSG00000237131.1,,,,,,,,,
,ENSG00000229639.1,,,,,,,,,
,ENSG00000279784.1,,,,,,,,,
,ENSG00000251831.1,,,,,,,,,
,ENSG00000282912.1,,,,,,,,,
,ENSG00000284575.1,,,,,,,,,
,ENSG00000271787.1,,,,,,,,,
